PRO;Was eine großartige Idee.
PRO;Klingt interessant
PRO;Tolle Idee!
PRO;Lohnenswert wäre es meiner Meinung nach aber trotzdem.
PRO;Wir können das teilweise zwar auch in der Domäne Dahlem anfassend erleben, aber etwas zum Anfassen mitten in der Stadt mit Bezug zu unserem Alltag wäre zu begrüßen.
PRO;Überhaupt wäre eine unterirdische Öffnung interessant. :-)
PRO;Starer Vorschlag!
PRO;Das halte ich für einen sinnlich sehr begrüßenswerten Vorschlag.
CONTRA;Verbrenner sind absolut indiskutabel.
CONTRA;nein danke!
PRO;Super Idee.
PRO;ohne aussnahme..
PRO;"Also ich wünsche Harry Juhnke eine schöne unorthodoxe Straße, meinetwegen auch einen s-förmigen Weg ;o)"
PRO;Finde ich super.
PRO;Es muss vor Allem eine klare und verständliche Regelung her.
PRO;sehr schöne und kreative Idee.
PRO;Ich hoffe Ihr bekommt noch viele Stimmen!!!
PRO;Sicher können hierfür auch bestehende Wände/Gebäude genutzt werden.
PRO;Die Idee ist nicht schlecht, dass das Forum hier aber für Eigenwerbung einer Firma genutzt wird, schon.
PRO;Hoffe das Projekt wird umgesetzt!!
PRO;ein gastronomie-konzept ist wichtig.
PRO;Eine sehr gute Idee...
CONTRA;ich finde es auch merkwürdig, eine wand zu bauen.
PRO;Freifunk auf dem THF flächendeckend wäre gut.
CONTRA;Könnt ihr das nicht in Euren Privatgärten machen?
PRO;Guter Gedanke!
PRO;Absolut: Zwei Zugänge sind besser!
PRO;Outdoor-Fitnessgeräte sind eine gute Idee.
CONTRA;das Tempelhofer Feld ist der falsche Ort um einer bestimmten Person oder einer bestimmten Gruppe etc. zugeordnet zu werden.
CONTRA;Da kannste noch so dafür sein!
PRO;Ich würde mich sehr freun, wenn es realisiert würde.
PRO;Seh ich auch so.
PRO;Prima Idee.
PRO;Doch ein paar kleine schattenspendende Bäume für die Griller zu Zeiten wenn die Sonne am stärksten strahlt wäre schon angenehm.
CONTRA;Bitte nichts auf den freien Wiesen pflanzen, keine Bäume!
PRO;Ja, für Tempelhof wäre ein Zugang näher an Tempelhof dran super.
PRO;Bin dafür :-)
PRO;Ein kleiner Hügel wäre optimal zum Spielen mit Gleitschirmen!
CONTRA;Ich finde auch das es keine festgelegten Kitezonen bzw. ein Kiteareal geben sollte.
PRO;Ich bin jeder Art von Sport gegenüber sehr aufgeschlossen.
PRO;tiptop, unterstütze ich.
PRO;Es sollten meiner Meinung nach an ausgewählten Stellen Bäume gepflanzt werden.
PRO;Interessant!
CONTRA;"Ist die Wehrpflicht jetzt schon so lange abgeschafft das ""Kriegsspiel"" wieder in Mode kommt?"
PRO;Absolut richtig.
PRO;Eine ganz, ganz wunderbare Idee!
PRO;schöner Vorschlag, würde sicher gut angenommen.
PRO;Wenn das wirklich so funktionieren würde wie du schreibst wäre das eine tolle Sache!
CONTRA;das letze, was das Feld braucht.
PRO;Must Have!!!
PRO;Bin dafür, dass auch andere die Möglichkeit haben in einem Allmende-Garten zu gärtnern.
PRO;Jeder der im Sommer des Öfteren auf dem Feld grillt kann dem nur zustimmen!
PRO;Viel Glueck!
PRO;Eine gekennzeichnete Fläche für Modellflugzeuge und auch Benziner sollte bei der Größe des Feldes auf jeden Fall möglich sein.
PRO;Richtig coole Idee und die Möglichkeit mal wieder das innere Kind rauszulassen.
CONTRA;In der tat ist das Tempelhofer Feld kein Kleinkinderspielplatz und soll das auch nicht werden.
CONTRA;Vier Felder sind recht armselig bei dem zu erwartenden Andrang.
PRO;Das haben Sie schön geschrieben.
PRO;ist eine super Sache.
PRO;tolle Idee!
PRO;Wow, das PASST ja super dahin!!
PRO;Das ist nicht nur wasserwirtschaftlich und ökologisch ein guter Vorschlag.
PRO;kleine Elektrodrohnen just for fun, warum nicht.
PRO;Ich wünsche viel Erfolg und freue mich schon auf die Blütenpracht des roten Mohns
PRO;Ein umgebender oder ausschliesslicher (großer!)
PRO;Ich würde mich sehr freuen wenn dieses Vorhaben wieder aufgegriffen und unterstützt würde.
CONTRA;Das Tempelhofer Feld ist ein Spieplatz.
PRO;Davon könnte ich mir auch mehr vorstellen.
PRO;Eine traumhafte Idee.
PRO;Ich stimme zu, es ist eine gute Idee!
CONTRA;Ich bin gegen noch größere Gärten Flächen.
CONTRA;Niemand sollte auf dem Feld ein Gebäude errichten und abschließen!
PRO;Zauberschöne Vorstellung...gerade zu dieser wintergrauen Zeit....ein Grund sich auf das Feld zu freuen...
PRO;ja, sehe ich genauso.
PRO;Sehr gute Idee!
PRO;Gegen eine Gruppierung von Bäume am Rand ist nichts einzuwenden.
PRO;Jaaaaa - aber!
PRO;Ich hoffe auch darauf, dass ein südlicher bzw. westlicher Zugang (oder beide) möglichst schnell verwirklicht wird.
CONTRA;Aber gegen eine Wand bin ich.
PRO;Gern, so lange nicht der Steuerzahler dafür aufkommen muss.
PRO;Ansonnsten, ein grosses JA!
PRO;Wenn dort aber ein paar (4) Felder errichtet werden, dann wäre das sicherlich eine Bereicherung.
CONTRA;Gerne privat, aber nicht auf öffentlichem Gelände.
CONTRA;Es sollten keine Feld-Flächen für die exklusive Nutzung durch Einzelne reserviert werden.
PRO;Muss aber bei Bedarf dann unbedingt saniert werden.
CONTRA;Für Neukölln hingegen wäre ein Zugang näher an Neukölln dran besser.
PRO;Wunderbares  Projekt für das Tempelhofer Feld!
PRO;Ich denke das eine legale Fläche definitiv eine Bereicherung für Berlin und das Tempelhofer Feld wäre.
PRO;Also: ich bin dafür.
PRO;Die Idee ist gut.
PRO;eine wunderschöne Idee - viel Freude damit !
PRO;Super Idee!
CONTRA;Tolle Idee!
PRO;Ich liebe das Feld und bin überzeugt, dass ein Gartenprojekten all die anderen Ideen toll ergänzen würde.
CONTRA;Die Anlegung eines Heilpflanzengartens halte ich nicht für sinnvoll.
CONTRA;In die Richtung soll auch die Diskussion gar nicht gehen.
PRO;Einem weiteren Versorgungspunkt würde ich auch zustimmen.
PRO;flächen für alle..
PRO;Ich finde den Vorschlag eines Gesamtgartenkonzepts toll!
CONTRA;Golfplätze sind geschorene Einöden.
PRO;Sehr schöne Idee :-)
PRO;Diese Sache sollte so schnell wie möglich angegangen werden.
PRO;Jaaaa!
PRO;Die Wiesen sollen frei bleiben.
PRO;Bin ich voll dafür!
PRO;Klar, da bin ich auf jeden Fall dafür.
PRO;Hammer!
PRO;Ein Kunst-Kletterturm á la Schwedter Nordwand wäre allerdings wünschenswert und würde das Feld bereichern.
PRO;Unbedingt umsetzen!
PRO;Man sollte dort, wo es das Gesetz erlaubt etliche anpflanzen.
PRO;Dagegen das bestehende Gebäude freigegeben werden habe ich allerdings nichts!
PRO;Es sollten definitiv 2 Zugänge realisiert werden.
PRO;Gute Idee!
CONTRA;Deshalb lehne ich weitere Gärten ab.
CONTRA;Dafür das schöne Feld verhunzen?
PRO;Ich bin sehr dafür.
PRO;Also es wäre schon toll, wenn man wenigstens für 4 Tage im Jahr THF zum Leben erwecken könnte.
PRO;Eine sehr schöne und kreative Idee des GuerillaGardening.
PRO;Gute Idee, wer kümmert sich darum, wir können Informationen in Wort und Bild liefern.
PRO;"Pille möchte auch ""klug scheißen"" !"
PRO;Sehr, sehr!
PRO;Nachhaltigkeit
PRO;Baeume sind begrueßenswert
PRO;Tolle Idee Stefan !
PRO;Tolle Idee!!!
PRO;Bis jetzt für mich der beste Vorschlag unter all den genannten Parkours, Trimm-Pfade, Outdoor-Fitness, Bewegungsspielplätzen usw.!
PRO;Bin dafür
CONTRA;"Hallo, was du meinst sind die alten Pläne von Max Gross, was damals noch interessant aussah hat sich dann zu einem ""Regenwasserauffangbecken"" weiterentwickelt welches total sinnlos und überteuert war."
PRO;Bäume sind eine hervorragende Idee.
PRO;Bin dafür, alle Bahnen und Strecken die bereits asphaltiert sind müssen instand gesetzt und gepflegt werden.
CONTRA;Ich bin entschieden dagegen, jeder nutzungsart eine spielwiese zuzuordnen.
PRO;Öffentliche, gepflegte, saubere und kostenlose Toiletten sollten errichtet werden.
PRO;Bin dafür :-)
PRO;Geniale Idee!
PRO;Sehr gute Idee,.
PRO;Ich unterstütze daher auch diese Idee für alte Natur-Rituale!
PRO;Ja, schöne Idee, aber wie wird es realisiert?
PRO;Bin sehr dafür!
PRO;Die riesige Fläche zu nutzen, gemeinsam etwas übers Gärtnern und nachhaltiges Essen zu lernen, wär so clever!
PRO;regeln können, müssen aber nicht sein..
CONTRA;Naja die Idee extra was zu bauen um es dann anzumalen ist irgendwie bescheuert.
PRO;Eine Fallobstwiese im Außenbereich!
PRO;Tolle Idee!!
PRO;Unbedingt.
PRO;"ich möchte nur diesen Punkt hervorheben und individuell gutheißen: ""Auch sollten neben den asphaltierten und betonierten Wegen, Laufwege mit einem natürlichen Untergrund, also Schotter oder verdichteter Lehmboden hergestellt werden."""
PRO;Finde ich auch.
CONTRA;Satt gedröhnt...
PRO;Ich finde die Idee sehr gut!
CONTRA;Die Ausweitung von Stadtteilgärten lehne ich aus folgendem Grund ab.
PRO;Schöne Idee... *:-)*
PRO;Ich finde den Vorschlag auch super.
PRO;Biergarten war immer toll.
CONTRA;Ich verstehe nicht warum man da etwas hinbauen sollte was Amerika schön darstellt.
PRO;Ich finde die Idee super!
PRO;Gute Idee!
CONTRA;Ich bin gegen Schilder auf dem Tempelhofer Feld.
PRO;Ein zentrales & reines Fußballstadion im Herzen Berlins kann es nur auf dem Tempelhofer Feld geben!
PRO;Super Vorschlag.
PRO;His Way - dafür!
PRO;Befluegelnde Idee.
PRO;Bäume sollten auf den Grillplätzen vereinzelt gepflanzt werde.
PRO;Super Idee.
PRO;Ein gut in Stand gehaltener, skaterfreundlicher Belag, Bänke und Mülleimer wären auf jeden Fall sehr gut!!
PRO;stimmt total.
PRO;Obstbäume und Bienenhaltung finde ich an sich großartig.
CONTRA;Container, Hütten etc. haben meiner Meinung nach nichts auf dem Feld zu suchen.
PRO;wunderbare idee
PRO;Aber die Idee, dass man die Bälle selbst wieder aufsammelt ist interessant.
PRO;Bäume finde ich super!
PRO;Einen abgegrenzten Bereich für Modellflieger finde ich aber dennoch Sinnvoll.
PRO;Ja - zum Experimentierfeld für Erneuerbare Energien, vielleicht auch zur Forschung.
PRO;"Von einer Wiedereröffnung halte ich nichts, aber für ""Museumsflüge"" wäre es eine schöne Sache."
PRO;Super Idee!
CONTRA;Auch ich möchte mich an dieser Stelle ausdrücklich gegen die Zuweisung eines konkreten Gebietes für jede einzelne Interessengruppe auf dem Tempelhofer Feld aussprechen.
CONTRA;Ich bin strikt dagegen.
